Полный адрес,Сегмент 1,Значение ,Сегмент 2,Значение,Сегмент 2,Значение ,Сегмент 3,Значение,Сегмент 4,Значение,Сегмент 5,Значение
"Московская обл., Богородский МР, г. Ногинск, ул. Советская,  д.39",Область,Московская обл.,МР/Г.О.,Богородский МР,Населенный пункт,г. Ногинск,Улица,ул. Советская,Дом, д.39,,
"Московская обл., Богородский МР, г. Ногинск, ул. Советская,  д.41",Область,Московская обл.,МР/Г.О.,Богородский МР,Населенный пункт,г. Ногинск,Улица,ул. Советская,Дом, д.41,,
"Московская обл., Богородский МР, г. Ногинск, ул. Советская,  д.43",Область,Московская обл.,МР/Г.О.,Богородский МР,Населенный пункт,г. Ногинск,Улица,ул. Советская,Дом, д.43,,
"Московская обл., Богородский МР, г. Ногинск, ул. Советская,  д.44",Область,Московская обл.,МР/Г.О.,Богородский МР,Населенный пункт,г. Ногинск,Улица,ул. Советская,Дом, д.44,,
"Московская обл., Богородский МР, г. Ногинск, ул. Советская,  д.58",Область,Московская обл.,МР/Г.О.,Богородский МР,Населенный пункт,г. Ногинск,Улица,ул. Советская,Дом, д.58,,
"Московская обл., Богородский МР, г. Ногинск, ул. Советская,  д.68",Область,Московская обл.,МР/Г.О.,Богородский МР,Населенный пункт,г. Ногинск,Улица,ул. Советская,Дом, д.68,,
"Московская обл., Богородский МР, г. Ногинск, ул. Советская,  д.76",Область,Московская обл.,МР/Г.О.,Богородский МР,Населенный пункт,г. Ногинск,Улица,ул. Советская,Дом, д.76,,
"Московская обл., Богородский МР, г. Ногинск, ул. Советская,  д.78",Область,Московская обл.,МР/Г.О.,Богородский МР,Населенный пункт,г. Ногинск,Улица,ул. Советская,Дом, д.78,,
"Московская обл., Богородский МР, г. Ногинск, ул. Советская,  д.86",Область,Московская обл.,МР/Г.О.,Богородский МР,Населенный пункт,г. Ногинск,Улица,ул. Советская,Дом, д.86,,
"Московская обл., Богородский МР, г. Ногинск, ул. Советская,  д.87",Область,Московская обл.,МР/Г.О.,Богородский МР,Населенный пункт,г. Ногинск,Улица,ул. Советская,Дом, д.87,,
"Московская обл., Богородский МР, г. Ногинск, ул. Советской Конституции,  д.10",Область,Московская обл.,МР/Г.О.,Богородский МР,Населенный пункт,г. Ногинск,Улица,ул. Советской Конституции,Дом, д.10,,
